elapsed_min,vertical_up_mps,ground_speed_mps,accel_mag_g,accel_mag_max_g
111.79167,-27.35,6.88,1.157,1.783
111.875,-27.24,5.61,1.171,1.843
111.95833,-27.14,3.76,1.128,1.499
112.04167,-26.85,3.44,1.1855,1.598
112.125,-26.26,5.85,1.1495,1.804
112.20833,-25.61,5.63,1.149,1.744
112.29167,-25.89,5.43,1.227,1.689
112.375,-24.46,6.23,1.1605,1.885
112.45833,-24.64,6.11,1.19,1.508
112.54167,-25.14,1.83,1.211,1.664
112.625,-24.43,2.78,1.181,1.553
112.70833,-24.21,3.05,1.167,1.516
112.79167,-23.98,5.57,1.193,1.585
112.875,-23.8,4.17,1.218,1.744
112.95833,-23.58,2.7,1.143,1.656
113.04167,-23.68,3.85,1.164,1.596
113.125,-21.84,5.12,1.127,1.556
113.20833,-22.57,5.71,1.157,1.517
113.29167,-21.93,5.99,1.088,1.494
113.375,-22.55,5.1,1.1865,1.587
113.45833,-22.22,4.44,1.165,1.55
113.54167,-21.26,8.09,1.084,1.511
113.625,-18.98,6.07,1.048,1.423
113.70833,-21.64,5.69,1.153,1.718
113.79167,-20.67,7.11,1.136,1.557
113.875,-21.66,5.33,1.182,1.584
113.95833,-22.47,3.09,1.253,1.942
114.04167,-20.56,5.12,1.233,1.738
114.125,-20.53,7.69,1.123,1.516
114.20833,-20.67,7.39,1.1135,1.583
114.29167,-20.85,9.56,1.126,1.404
114.375,-19.22,13.45,1.0525,1.394
114.45833,-18.81,10.06,1.093,1.42
114.54167,-17.86,15.25,1.085,1.352
114.625,-19.97,13.65,1.1915,1.615
114.70833,-20.38,10.26,1.2,1.487
114.79167,-19.86,10.48,1.201,1.641
114.875,-20.64,4.63,1.1705,1.537
114.95833,-19.03,6.42,1.1485,1.679
115.04167,-19.96,8.73,1.211,1.68
115.125,-20.22,7.41,1.205,2.119
115.20833,-19.5,11.23,1.2345,1.852
115.29167,-20.15,9.44,1.1765,1.803
115.375,-19.58,12.97,1.187,1.688
115.45833,-18.85,11.77,1.104,1.611
115.54167,-18.31,15.92,1.1275,1.491
115.625,-18.35,6.48,1.1,1.294
115.70833,-18.74,10.46,1.1805,1.483
115.79167,-18.38,12.13,1.139,1.486
115.875,-18.54,11.32,1.1565,1.373
115.95833,-18.12,8.28,1.1725,1.368
116.04167,-17.74,10.13,1.1075,1.394
116.125,-16.14,11.91,1.0355,1.337
116.20833,-17,13.93,1.1385,1.497
116.29167,-17.84,15.05,1.261,1.667
116.375,-17.58,13.44,1.346,1.556
116.45833,-17.1,14.38,1.3025,1.578
116.54167,-17.61,14.45,1.3235,1.807
116.625,-16.79,14.23,1.34,1.553
116.70833,-16.28,12.75,1.366,1.642
116.79167,-16.24,13.49,1.311,1.507
116.875,-16.5,14.82,1.347,1.606
116.95833,-16.23,14.9,1.34,1.527
117.04167,-15.95,14,1.305,1.528
117.125,-16.08,15.37,1.316,1.561
117.20833,-16.11,13.44,1.322,1.622
117.29167,-15.99,11.99,1.303,1.535
117.375,-16.02,12.69,1.319,1.502
117.45833,-16.26,11.01,1.322,1.647
117.54167,-15.08,12,1.287,1.519
117.625,-16.16,14.6,1.281,1.602
117.70833,-15.59,17.57,1.28,1.566
117.79167,-15.41,16.51,1.286,1.508
117.875,-15.24,14.23,1.272,1.673
117.95833,-15.09,16.61,1.3065,1.609
118.04167,-14.8,17.81,1.2945,1.587
118.125,-14.88,17.19,1.2635,1.548
118.20833,-15.08,13.58,1.1845,1.625
118.29167,-15.08,16.45,1.308,1.601
118.375,-14.76,16.54,1.276,1.653
118.45833,-14.52,18.22,1.2935,1.416
118.54167,-14.69,18.61,1.312,1.619
118.625,-14.45,19.63,1.283,1.594
118.70833,-14.8,20.07,1.228,1.58
118.79167,-14.57,22.13,1.301,1.479
118.875,-13.69,21.88,1.2965,1.475
118.95833,-14.11,23.22,1.275,1.618
119.04167,-13.86,25.3,1.281,1.596
119.125,-13.43,25.28,1.283,1.509
119.20833,-13.3,25.45,1.2585,1.511
119.29167,-14.1,28.44,1.293,1.508
119.375,-13.81,28.76,1.273,1.451
119.45833,-13.22,29.02,1.2615,1.407
119.54167,-13.46,27.63,1.274,1.502
119.625,-13.56,29.97,1.251,1.558
119.70833,-13.9,31.41,1.274,1.557
119.79167,-13.26,31.37,1.245,1.57
119.875,-13.79,29.59,1.2775,1.502
119.95833,-13.83,30.24,1.264,1.665
120.04167,-13.41,31.19,1.256,1.613
120.125,-12.62,29.64,1.221,1.571
120.20833,-13.19,30.3,1.2675,1.542
120.29167,-13.18,31.9,1.252,1.491
120.375,-12.66,29.44,1.255,1.464
120.45833,-11.85,30.09,1.2395,1.485
120.54167,-12.66,28.55,1.254,1.584
120.625,-12.14,29.32,1.242,1.483
120.70833,-12.44,27.51,1.254,1.51
120.79167,-12.22,26.82,1.221,1.433
120.875,-12.22,28.14,1.247,1.405
120.95833,-12.27,28.18,1.252,1.509
121.04167,-12.1,28.09,1.22,1.462
121.125,-11.91,27.44,1.26,1.524
121.20833,-11.63,25.81,1.244,1.754
121.29167,-12.07,26.93,1.208,1.551
121.375,-12.07,27.81,1.229,1.574
121.45833,-11.92,26.65,1.265,1.469
121.54167,-11.86,25.69,1.2095,1.449
121.625,-11.86,25.36,1.2285,1.619
121.70833,-11.72,25,1.248,1.531
121.79167,-11.25,26.86,1.194,1.395
121.875,-11.67,25.89,1.213,1.592
121.95833,-11.41,24.34,1.254,1.44
122.04167,-11.5,25.5,1.237,1.519
122.125,-11.21,26.52,1.183,1.583
122.20833,-11.42,24.49,1.216,1.513
122.29167,-11.46,24.21,1.228,1.484
122.375,-11.44,25,1.211,1.477
122.45833,-11.65,23.84,1.235,1.497
122.54167,-11.28,22.69,1.221,1.483
122.625,-11.28,23.93,1.232,1.523
122.70833,-11.04,25.76,1.1775,1.516
122.79167,-12.25,24.29,1.226,1.397
122.875,-11.16,24.47,1.183,1.399
122.95833,-11.85,24.83,1.216,1.633
123.04167,-11.46,23.8,1.1945,1.542
123.125,-11.2,25.57,1.2,1.492
123.20833,-11.33,21.24,1.1895,1.561
123.29167,-11.82,24.44,1.233,1.59
123.375,-11.67,21.16,1.173,1.653
123.45833,-11.75,21.95,1.185,1.49
123.54167,-11.65,23.69,1.212,1.694
123.625,-11.66,22.46,1.1655,1.537
123.70833,-11.85,23.93,1.1715,1.331
123.79167,-11.57,24.52,1.16,1.387
123.875,-11.36,18.53,1.1315,1.421
123.95833,-10.66,20.2,1.187,1.526
124.04167,-11.44,22.65,1.2015,1.346
124.125,-11.18,20.33,1.179,1.651
124.20833,-11.55,24.86,1.181,1.433
124.29167,-10.92,26.37,1.126,1.296
124.375,-10.72,22.07,1.141,1.4
124.45833,-11.15,20.3,1.155,1.522
124.54167,-11.3,18.25,1.183,1.389
124.625,-11.34,22.7,1.148,1.478
124.70833,-11.06,18.74,1.163,1.514
124.79167,-10.13,18,1.116,1.306
124.875,-11.27,17.73,1.115,1.281
124.95833,-12,20.47,1.15,1.381
125.04167,-11.35,21.13,1.139,1.447
125.125,-9.34,24.22,1.139,1.354
125.20833,-10.67,19.42,1.096,1.308
125.29167,-9.17,21.97,1.0685,1.291
125.375,-10.63,18.67,1.0965,1.263
125.45833,-10.3,19.51,1.078,1.307
125.54167,-10.81,20.28,1.195,1.48
125.625,-10.62,21.39,1.0895,1.269
125.70833,-8.91,21.29,1.027,1.241
125.79167,-10.45,18.29,1.0975,1.372
125.875,-10.38,21.72,1.126,1.262
125.95833,-10.41,16.05,1.0785,1.248
126.04167,-10.8,19,1.156,1.361
126.125,-10.49,19.56,1.155,1.344
126.20833,-9.6,15.84,1.198,1.602
126.29167,-9.3,15.9,1.168,1.554
126.375,-9.23,18.53,1.168,1.419
126.45833,-9.03,14.37,1.2055,1.403
126.54167,-8.97,17.13,1.171,1.411
126.625,-9.28,15.92,1.1675,1.413
126.70833,-9.12,15.23,1.2015,1.656
126.79167,-8.79,16.47,1.161,1.426
126.875,-8.94,15.19,1.255,1.547
126.95833,-9.29,14.78,1.196,1.431
127.04167,-9.71,16.69,1.13,1.519
127.125,-9.65,18.87,1.126,1.501
127.20833,-10.05,16.89,1.261,1.619
127.29167,-8.91,13.75,1.1655,1.481
127.375,-10.15,14.11,1.189,1.459
127.45833,-8.99,15.39,1.146,1.318
127.54167,-9.67,14.82,1.168,1.335
127.625,-9.18,17.03,1.115,1.572
127.70833,-9.22,15.4,1.173,1.487
127.79167,-10.09,16.6,1.1775,1.49
127.875,-10.08,15.09,1.176,1.332
127.95833,-9.12,18.37,1.139,1.349
128.04167,-8.59,14.82,1.225,1.424
128.125,-9.17,14.64,1.1625,1.593
128.20833,-9.19,18.36,1.109,1.385
128.29167,-8.11,12.2,1.109,1.322
128.375,-9.21,15.63,1.135,1.43
128.45833,-9.24,18.58,1.179,1.359
128.54167,-9.04,18.82,1.17,1.488
128.625,-8.75,16.03,1.166,1.46
128.70833,-9.64,18.83,1.1935,1.306
128.79167,-8.09,19.08,1.081,1.325
128.875,-8.34,14.88,1.085,1.338
128.95833,-7.78,11.93,0.996,1.112
129.04167,-8.01,18.29,1.003,1.174
129.125,-8.82,15.08,1.1045,1.284
129.20833,-8.12,11.5,1.0855,1.317
129.29167,-8.55,10.87,1.054,1.31
129.375,-7.95,18.76,1.046,1.179
129.45833,-8.62,16.85,1.076,1.28
129.54167,-8.36,9.69,1.1,1.25
129.625,-8.84,10.62,1.09,1.235
129.70833,-7.65,14.02,0.9965,1.176
129.79167,-8.58,16.06,1.086,1.206
129.875,-9.36,13.64,1.15,1.327
129.95833,-9.17,11.35,1.109,1.231
130.04167,-7.91,16.63,1.044,1.205
130.125,-8.04,9.06,1.0305,1.295
130.20833,-8.33,17.17,1.04,1.138
130.29167,-8.9,14.67,1.081,1.205
130.375,-8.2,13.48,1.045,1.286
130.45833,-8.44,12.47,1.05,1.179
130.54167,-8.57,17.24,1.049,1.267
130.625,-8.83,15.71,1.125,1.259
130.70833,-8.76,15.63,1.057,1.193
130.79167,-8.68,15.47,1.087,1.322
130.875,-8.06,13.67,1.136,1.445
130.95833,-8.24,14.09,1.1885,1.444
131.04167,-8.75,11.59,1.15,1.352
131.125,-8.96,12.95,1.129,1.481
131.20833,-8.41,14.44,1.156,1.5
131.29167,-8.17,10.96,1.142,1.298
131.375,-8.55,12.91,1.183,1.462
131.45833,-8.74,13.55,1.162,1.312
131.54167,-8.61,13.46,1.193,1.435
131.625,-8.61,9.98,1.1695,1.294
131.70833,-9,13.61,1.164,1.439
131.79167,-8.86,12.4,1.147,1.43
131.875,-9.06,12.27,1.148,1.303
131.95833,-8.63,8.99,1.2085,1.406
132.04167,-9.44,10.23,1.208,1.413
132.125,-8.96,12.47,1.1915,1.3
132.20833,-9.24,10.24,1.157,1.36
132.29167,-9.14,10.1,1.1905,1.379
132.375,-9.16,11.82,1.14,1.272
132.45833,-9.52,11.63,1.171,1.375
132.54167,-9.57,11.83,1.1,1.199
132.625,-9.7,14.65,1.085,1.224
132.70833,-10.46,12.25,1.101,1.272
132.79167,-9.33,11.33,1.09,1.264
132.875,-9.74,7.22,1.091,1.3
132.95833,-9.34,6.57,1.0545,1.382
133.04167,-10.03,9.32,1.095,1.244
133.125,-8.91,10.13,1.001,1.16
133.20833,-9.17,6.32,1.0235,1.234
133.29167,-8.67,13.24,1.073,1.347
133.375,-8.93,12.49,1.108,1.244
133.45833,-9.36,13.5,1.0685,1.243
133.54167,-8.62,11.14,1.009,1.076
133.625,-9.44,10.63,1.104,1.292
133.70833,-8.56,14.97,1.024,1.278
133.79167,-8.44,13.81,1.021,1.234
133.875,-9.39,9.9,1.135,1.262
133.95833,-8.28,14.22,1.06,1.314
134.04167,-7.99,12.39,1.023,1.159
134.125,-7.94,6.62,1.0115,1.16
134.20833,-8.78,11.63,1.1165,1.239
134.29167,-8.73,13.21,1.099,1.285
134.375,-8.97,13.77,1.1005,1.377
134.45833,-8.67,13.89,1.0855,1.237
134.54167,-7.95,6.64,1.025,1.131
134.625,-7.64,7.29,1.006,1.194
134.70833,-7.39,10.31,1,1.165
134.79167,-7.31,13.21,1.0175,1.176
134.875,-6.97,6.03,1.0205,1.169
134.95833,-7.68,10.37,1.024,1.348
135.04167,-7.71,11.96,1.023,1.184
135.125,-8.91,11.27,1.128,1.232
135.20833,-8.51,13.6,1.099,1.255
135.29167,-7.61,9.43,1.052,1.218
135.375,-7.72,13.1,1.024,1.272
135.45833,-7.53,10,1.0785,1.266
135.54167,-7.56,5.85,1.039,1.247
135.625,-7.94,10.39,1.1,1.212
135.70833,-7.97,10.99,1.0795,1.22
135.79167,-7.96,8.55,1.086,1.244
135.875,-7.95,12.04,1.069,1.262
135.95833,-8.12,8.99,1.096,1.245
136.04167,-7.51,8,1.0175,1.258
136.125,-7.34,12.72,1.0115,1.189
136.20833,-7.24,12.15,1.009,1.175
136.29167,-7.17,5.12,1.0155,1.179
136.375,-7.59,13.41,1.014,1.137
136.45833,-7.79,9.2,1.107,1.235
136.54167,-8.09,8.28,1.0865,1.21
136.625,-8.16,9.42,1.096,1.288
136.70833,-7.69,13.98,1.025,1.186
136.79167,-7.17,14.28,0.975,1.084
136.875,-7.71,14.31,1.038,1.222
136.95833,-7.48,9.73,1.0245,1.189
137.04167,-8.15,12.94,1.09,1.2
137.125,-7.96,9.18,1.1095,1.251
137.20833,-7.11,13.63,1.016,1.195
137.29167,-7.26,15.07,1.0055,1.182
137.375,-7.7,10.66,1.072,1.219
137.45833,-7.44,13.99,1.029,1.17
137.54167,-7.05,9.79,0.9985,1.095
137.625,-7.93,11.81,1.0935,1.336
137.70833,-7.95,8.72,1.0975,1.253
137.79167,-6.77,11.49,1.011,1.309
137.875,-7.66,5.75,1.068,1.244
137.95833,-7.16,8.07,1.079,1.211
138.04167,-6.5,8.35,1.003,1.161
138.125,-6.07,10.8,1.033,1.216
138.20833,-5.56,2.45,0.989,1.176
138.29167,-5.56,8.13,1.048,1.318
138.375,-7.76,4.36,1.1285,1.386
138.45833,-7.51,6.59,1.0665,1.271
138.54167,-7.08,7.7,1.076,1.262
138.625,-6.7,1.88,1.038,1.356
138.70833,-6.26,3.41,1.001,1.22
138.79167,-6.72,1.77,0.996,1.202
138.875,-6.15,3.54,0.992,1.193
138.95833,-6.48,5.57,1.07,1.196
139.04167,-6.47,2.95,1.122,1.338
139.125,-6.26,2.8,1.022,1.228
139.20833,-5.97,2.74,1.0045,1.166
139.29167,-5.77,2.74,1.0335,1.277
139.375,-6.22,3.68,1.049,1.244
139.45833,-6,4.3,1.07,1.25
139.54167,-5.91,2.86,1.1075,1.31
139.625,-4.99,3.08,1.088,1.396
139.70833,-5.41,4.56,1.053,1.302
139.79167,-4.4,6.28,1.0475,1.372
139.875,-5.13,3.97,1.147,1.377
139.95833,-4.41,3.28,1.003,1.234
140.04167,-4.98,3.11,1.077,1.326
140.125,-5.02,6.05,1.045,1.245
140.20833,-4.68,6.15,1.086,1.358
140.29167,-5.34,5.19,1.093,1.267
140.375,-5.07,6.08,1.0985,1.329
140.45833,-5.84,6.24,1.077,1.191
140.54167,-5.96,4.4,1.0935,1.321
140.625,-5.11,5.31,1.05,1.217
140.70833,-5.68,5.45,1.075,1.273
140.79167,-4.86,4.81,1.034,1.304
140.875,-3.72,5.35,0.984,1.322
140.95833,-4.38,2.29,1.098,1.538
141.04167,-4.96,4.09,1.118,1.305
141.125,-4.7,3.51,1.203,1.405
141.20833,-4.54,4.1,1.1495,1.364
141.29167,-4.41,4.08,1.136,1.434
141.375,-4.74,3.62,1.168,1.366
141.45833,-4.19,3.52,1.144,1.368
141.54167,-3.9,2.25,1.149,1.316
141.625,-4.8,3.04,1.147,1.554
141.70833,-4.27,2.48,1.1295,1.393
141.79167,-4.61,2.42,1.148,1.325
141.875,-3.74,2.6,1.138,1.395
141.95833,-3.89,3.14,1.1625,1.428
142.04167,-3.74,2.65,1.131,1.313
142.125,-5.6,2.34,1.129,1.364
142.20833,-5.85,2.12,1.126,1.327
142.29167,-6.12,2.76,1.154,1.297
142.375,-6.3,2.42,1.15,1.398
142.45833,-6.71,2.94,1.153,1.252
142.625,0.08,0.02,0.9885,0.993
142.70833,-0.01,0.05,0.987,1.001
142.79167,-0.07,0.04,0.988,0.999
142.875,-0.13,0.08,0.984,2.04
142.95833,0.13,0.17,1.0275,1.285
143.04167,0.06,0.15,0.985,1.484
143.125,0,0.09,0.986,0.995
143.20833,-0.04,0.07,0.985,0.996
143.29167,0.03,0.05,0.987,0.994
143.375,-0.05,0.05,0.988,0.996
143.45833,-0.01,0.04,0.986,0.996
143.54167,0.01,0.04,0.987,0.997
143.625,-0.07,0.08,0.989,1.059
143.70833,0.05,0.08,0.987,1.034
143.79167,-0.13,0.05,0.983,1.563
143.875,0.04,0.15,0.981,1.423
143.95833,0,0.08,0.9775,3.199
144.04167,-0.02,0.09,0.965,0.995
144.125,-0.02,0.21,0.9645,1.058
144.20833,-0.08,0.14,0.9695,1.098
144.29167,0.01,0.08,0.972,0.996
144.375,-0.02,0.04,0.968,1.057
144.45833,-0.1,0.09,0.9695,1.546
144.54167,-0.03,0.25,0.966,1.321
144.625,0.01,0.07,0.967,1.114
144.70833,0.04,0.65,0.9675,1.457
144.79167,-0.14,0.38,0.97,0.978
144.875,-0.32,0.32,0.969,0.977
144.95833,-0.79,0.94,0.97,0.977
145.04167,-0.49,0.9,0.969,0.978
145.125,0.05,0.57,0.97,0.977
145.20833,-0.08,0.29,0.97,0.979
145.29167,-0.74,0.24,0.97,1.016
145.375,-0.05,0.05,0.971,1.001
145.45833,0.02,0.08,0.9775,1.008
145.54167,-0.07,0.04,0.991,1
145.625,0.02,0.07,0.991,0.997
145.70833,0.07,0.07,0.987,1.142
145.79167,0.07,0.06,0.986,2.165
145.875,-0.01,0.05,0.986,1.011
145.95833,-0.06,0.06,0.986,0.998
146.04167,0.03,0.04,0.988,0.996
146.125,0.02,0.06,0.9875,0.997
146.20833,-0.02,0.09,0.987,1.001
146.29167,0.01,0.06,0.99,0.997
146.375,0,0.04,0.989,1.058
146.45833,-0.03,0.04,0.988,1
146.54167,-0.04,0.06,0.991,0.997
146.625,-0.14,0.06,0.989,4.001
146.70833,0.17,0.18,0.984,1.164
146.79167,0.04,0.2,0.984,1.431
146.875,-0.06,0.14,0.979,1.069
146.95833,0.01,0.07,0.983,1.05
147.04167,0.18,0.28,0.98,1.071
147.125,0.21,1.9,0.9835,1.041
147.20833,0.36,0.78,0.982,1.618
147.29167,0.05,0.15,0.981,1.15
147.375,0.04,0.06,0.98,2.026
147.45833,-0.06,0.19,0.981,1.329
147.54167,-0.06,0.04,0.981,0.994
147.625,-0.01,0.12,0.9815,1.025
147.70833,-0.08,0.05,0.979,0.993
147.79167,-0.07,0.03,0.983,1.003
147.875,-0.08,0.03,0.982,0.988
147.95833,-0.01,0.04,0.9805,0.99
148.04167,-0.01,0.05,0.981,0.989
148.125,-0.03,0.08,0.982,0.992
148.20833,-0.03,0.07,0.982,0.99
148.29167,-0.06,0.04,0.982,0.995
148.375,0.01,0.04,0.983,0.989
148.45833,-0.05,0.04,0.982,0.989
148.54167,-0.05,0.06,0.983,1.001
148.625,-0.04,0.08,0.983,0.992
148.70833,-0.04,0.01,0.981,0.992
148.79167,-0.02,0.05,0.982,1.241
148.875,0.05,0.11,0.983,1.062
148.95833,-0.01,0.03,0.984,0.997
149.04167,-0.04,0.04,0.982,0.993
149.125,-0.02,0.07,0.981,0.994
149.20833,-0.09,0.04,0.983,0.991
149.29167,0.07,0.03,0.984,0.992
149.375,0.02,0.06,0.983,0.991
149.45833,-0.02,0.04,0.983,0.993
149.54167,-0.02,0.05,0.983,0.992
149.625,0.03,0.04,0.983,0.993
149.70833,-0.07,0.03,0.981,0.994
149.79167,0.04,0.03,0.9835,0.99
149.875,0.01,0.06,0.984,0.993
149.95833,-0.05,0.1,0.9815,0.993
150.04167,0.04,0.04,0.983,0.993
150.125,-0.01,0.02,0.985,0.992
150.20833,0,0.04,0.983,0.992
150.29167,0.06,0.05,0.982,0.991
150.375,-0.02,0.03,0.983,0.995
150.45833,0.03,0.03,0.985,0.991
150.54167,-0.02,0.03,0.9835,0.993
150.625,-0.02,0.07,0.983,0.993
150.70833,0,0.04,0.983,0.992
150.79167,0.03,0.03,0.982,0.996
150.875,-0.02,0.04,0.983,0.994
150.95833,-0.01,0.04,0.983,0.992
151.04167,-0.03,0.03,0.984,0.996
151.125,-0.03,0.03,0.983,0.99
151.20833,0,0.05,0.983,0.994
151.29167,-0.03,0.06,0.982,0.995
151.375,0.03,0.05,0.983,0.995
151.45833,0,0.04,0.983,0.993
151.54167,-0.05,0.07,0.983,0.994
151.625,-0.01,0.03,0.983,0.993
151.70833,0.01,0.03,0.984,0.994
151.79167,0.02,0.06,0.984,0.992
151.875,-0.04,0.02,0.9825,0.992
151.95833,0.02,0.04,0.983,0.995
152.04167,0.02,0.03,0.983,0.996
152.125,-0.04,0.04,0.984,0.99
152.20833,-0.04,0.04,0.983,0.993
152.29167,0,0.05,0.985,0.997
152.375,-0.02,0.04,0.983,0.991
152.45833,-0.24,0.09,0.983,0.992
152.54167,0.05,0.03,0.983,0.993
152.625,0.01,0.06,0.984,0.992
152.70833,0,0.04,0.984,0.994
152.79167,-0.03,0.06,0.983,0.991
152.875,-0.02,0.03,0.983,0.991
152.95833,0.01,0.04,0.984,0.994
153.04167,-0.02,0.05,0.9835,0.992
153.125,0.03,0.05,0.985,0.996
153.20833,-0.05,0.06,0.983,0.998
153.29167,-0.03,0.07,0.9825,0.993
153.375,-0.05,0.03,0.984,0.992
153.45833,0.05,0.03,0.985,0.995
153.54167,0.01,0.04,0.9835,0.993
153.625,-0.03,0.04,0.983,0.991
153.70833,0.01,0.03,0.985,0.993
153.79167,-0.02,0.04,0.984,0.993
153.875,-0.04,0.03,0.984,0.993
153.95833,0.02,0.05,0.983,0.999
154.04167,0,0.04,0.984,0.993
154.125,-0.06,0.02,0.984,0.994
154.20833,0.07,0.05,0.9845,0.992
154.29167,0.01,0.04,0.985,0.994
154.375,0.01,0.03,0.986,0.994
154.45833,-0.01,0.04,0.983,0.993
154.54167,-0.02,0.07,0.983,0.994
154.625,0.02,0.03,0.985,0.994
154.70833,-0.02,0.02,0.984,0.996
154.79167,0.03,0.03,0.983,0.996
154.875,-0.04,0.06,0.984,0.994
154.95833,0.03,0.04,0.984,0.996
155.04167,-0.01,0.03,0.9835,0.994
155.125,0.02,0.04,0.984,0.991
155.20833,-0.03,0.05,0.985,0.997
155.29167,-0.19,0.1,0.986,0.996
155.375,-0.01,0.04,0.984,0.995
155.45833,0,0.04,0.985,0.995
155.54167,-0.02,0.03,0.985,0.995
155.625,0.08,0.03,0.984,0.995
155.70833,-0.08,0.04,0.984,0.995
155.79167,-0.01,0.02,0.985,0.993
155.875,-0.01,0.03,0.9835,0.992
155.95833,-0.06,0.04,0.985,0.995
156.04167,0.01,0.02,0.985,0.998
156.125,0,0.03,0.9845,0.997
156.20833,0.03,0.03,0.983,0.995
156.29167,0.01,0.04,0.985,0.993
156.375,-0.01,0.02,0.987,0.995
156.45833,0.03,0.08,0.986,0.994
156.54167,0.01,0.07,0.985,0.993
156.625,0.07,0.08,0.9865,3.973
156.70833,0.2,0.18,0.988,2.034
156.79167,0.21,0.23,1.012,1.647
156.875,-0.06,0.13,0.968,1.903
156.95833,-0.1,0.11,0.968,0.975
157.04167,0.11,0.15,0.969,1.031
157.125,-0.1,0.19,0.987,1.39
157.20833,0,0.08,0.973,1.951
157.29167,-0.05,0.08,0.989,1.216
157.375,-0.01,0.02,0.989,1.005
157.45833,-0.02,0.09,0.981,1.018
157.54167,0.02,0.06,0.9905,1.042
157.625,-0.01,0.07,0.996,1.189
157.70833,-0.24,0.48,1.019,1.479
157.79167,-0.02,0.09,0.972,1.081
157.875,-0.07,0.09,0.973,0.98
157.95833,0.01,0.04,0.973,0.98
158.04167,0.01,0.06,0.971,1.247
158.125,-0.02,0.02,0.974,0.981
158.20833,-0.03,0.05,0.973,0.986
158.29167,0,0.08,0.974,0.985
158.375,0.05,0.06,0.973,0.982
158.45833,0.02,0.04,0.973,0.979
158.54167,-0.02,0.06,0.973,0.981
158.625,0.02,0.05,0.972,0.978
158.70833,0.01,0.07,0.973,0.98
158.79167,0.03,0.05,0.973,0.986
158.875,-0.02,0.07,0.973,0.982
158.95833,0.05,0.03,0.973,0.981
159.04167,-0.03,0.06,0.973,0.984
159.125,0.02,0.06,0.9735,0.979
159.20833,-0.05,0.04,0.974,0.979
159.29167,-0.05,0.06,0.974,0.981
159.375,-0.06,0.03,0.974,1.014
159.45833,0.05,0.13,0.974,0.993
159.54167,0.02,0.05,0.974,0.983
159.625,-0.06,0.05,0.9725,0.983
159.70833,-0.06,0.04,0.973,0.98
159.79167,-0.02,0.04,0.974,0.982
159.875,0.05,0.05,0.974,0.98
159.95833,0.04,0.08,0.974,0.984
160.04167,0.01,0.05,0.973,0.98
160.125,-0.02,0.05,0.975,0.985
160.20833,0.06,0.03,0.973,0.981
160.29167,-0.03,0.08,0.974,0.98
160.375,0.02,0.05,0.9745,0.982
160.45833,-0.02,0.04,0.974,0.982
160.54167,-0.01,0.05,0.974,0.981
160.625,0.01,0.06,0.974,0.978
160.70833,-0.04,0.03,0.973,0.98
160.79167,0.01,0.06,0.975,0.985
160.875,-0.05,0.02,0.973,0.982
160.95833,-0.03,0.04,0.974,0.984
161.04167,0,0.07,0.974,0.98
161.125,-0.03,0.02,0.9745,0.982
161.20833,-0.02,0.03,0.973,0.984
161.29167,-0.04,0.045,0.975,1.071
161.375,0.02,0.81,0.974,1.595
161.45833,0.18,1.38,1.027,1.684
161.54167,-0.21,1.25,1.007,1.688
161.625,-0.07,0.56,0.9855,1.854
161.70833,-0.04,0.14,0.985,1.035
161.79167,-0.04,0.04,0.983,1.039
161.875,0.1,0.11,0.984,0.993
161.95833,-0.05,0.14,0.9845,0.993
162.04167,-0.08,0.17,0.983,0.992
162.125,0.08,0.13,0.985,0.993
162.20833,0.03,0.12,0.9845,0.991
162.29167,-0.08,0.08,0.985,0.992
162.375,-0.04,0.06,0.984,0.993
162.45833,0.01,0.06,0.984,0.99
162.54167,-0.04,0.09,0.985,0.992
162.625,-0.01,0.08,0.984,0.992
162.70833,0.01,0.09,0.985,0.991
162.79167,-0.03,0.11,0.985,0.992
162.875,0.05,0.04,0.984,0.992
162.95833,0.05,0.09,0.985,0.994
163.04167,-0.06,0.07,0.986,0.99
163.125,-0.05,0.09,0.984,0.987
163.20833,-0.02,0.06,0.985,0.994
163.29167,0.01,0.04,0.985,0.992
163.375,0.11,0.07,1.048,1.258
163.45833,-0.03,0.08,1.047,1.055
163.54167,0.05,0.07,1.0465,1.055
163.625,0.02,0.07,1.048,1.057
163.70833,0.04,0.09,1.048,1.057
163.79167,0.02,0.1,1.047,1.059
163.875,0.02,0.06,1.0465,1.063
163.95833,0.01,0.09,1.047,1.054
164.04167,-0.07,0.07,1.048,1.059
164.125,0.1,0.12,1.047,1.057
164.20833,-0.08,0.08,1.047,1.057
164.29167,-0.11,0.05,1.047,1.053
164.375,0,0.07,1.0475,1.058
164.45833,0.04,0.07,1.047,1.054
164.54167,0,0.09,1.046,1.056
164.625,0.04,0.29,1.047,1.06
164.70833,0.12,0.09,1.047,1.057
164.79167,0.1,0.1,1.046,1.055
164.875,0.09,0.26,1.046,1.055
164.95833,0.04,0.13,1.046,1.057
165.04167,0.03,0.09,1.046,1.059
165.125,0.07,0.1,1.047,1.056
165.20833,-0.02,0.1,1.047,1.056
165.29167,0.03,0.05,1.047,1.058
165.375,-0.04,0.08,1.0465,1.059
165.45833,-0.03,0.06,1.047,1.056
165.54167,0.08,0.08,1.046,1.056
165.625,-0.08,0.04,1.0465,1.058
165.70833,0.04,0.04,1.047,1.059
