elapsed_min,latitude_deg,longitude_deg,altitude_km,map_x,map_y
78.58333,47.9529344,11.779488,27.113,1091.0121984,-712.3142885
78.75,47.9523936,11.7780896,27.173,1091.0042431,-712.3188821
78.91667,47.9515072,11.7763376,27.247,1090.9942761,-712.3264112
79.08333,47.9507968,11.7747568,27.308,1090.9852831,-712.3324452
79.25,47.9500384,11.772452,27.381,1090.9721714,-712.3388869
79.41667,47.9495616,11.7704424,27.449,1090.960739,-712.3429366
79.58333,47.9492224,11.7684168,27.5145,1090.9492156,-712.3458177
79.75,47.9490752,11.7663792,27.582,1090.9376239,-712.3470679
79.91667,47.9489808,11.764834,27.6445,1090.9288334,-712.3478697
80.08333,47.9488672,11.763298,27.7105,1090.9200953,-712.3488346
80.25,47.9487808,11.761672,27.779,1090.9108452,-712.3495684
80.41667,47.9486656,11.7600888,27.838,1090.9018385,-712.3505468
80.58333,47.9483712,11.7581104,27.911,1090.8905836,-712.3530473
80.75,47.948112,11.7563504,27.97,1090.8805712,-712.3552488
80.91667,47.9479104,11.7541152,28.037,1090.8678554,-712.3569611
81.08333,47.9478432,11.7523592,28.095,1090.8578657,-712.3575318
81.25,47.9477856,11.7506848,28.158,1090.8483402,-712.358021
81.41667,47.9476736,11.7487784,28.225,1090.8374949,-712.3589723
81.58333,47.9475968,11.7473936,28.281,1090.8296169,-712.3596246
81.75,47.9472736,11.7458304,28.352,1090.8207241,-712.3623696
81.91667,47.947056,11.7442248,28.417,1090.81159,-712.3642177
82.08333,47.9467616,11.7425796,28.479,1090.8022306,-712.3667181
82.25,47.9463744,11.7406648,28.551,1090.7913375,-712.3700066
82.41667,47.9461184,11.738992,28.612,1090.7818212,-712.3721809
82.58333,47.9459072,11.7367424,28.685,1090.7690234,-712.3739746
82.75,47.9457856,11.7351248,28.746,1090.7598211,-712.3750073
82.91667,47.945712,11.7333352,28.822,1090.7496402,-712.3756324
83.08333,47.945584,11.7318296,28.894,1090.7410751,-712.3767195
83.25,47.9452656,11.7303708,28.961,1090.7327761,-712.3794237
83.41667,47.944656,11.72846,29.037,1090.7219058,-712.3846009
83.58333,47.944112,11.7266928,29.101,1090.7118524,-712.389221
83.75,47.94344,11.7248336,29.176,1090.7012756,-712.394928
83.91667,47.9428528,11.7231528,29.2435,1090.6917137,-712.3999149
84.08333,47.942304,11.7214684,29.312,1090.6821313,-712.4045755
84.25,47.9416192,11.7195112,29.386,1090.670997,-712.4103911
84.41667,47.941072,11.7178232,29.45,1090.6613942,-712.4150381
84.58333,47.9404992,11.7154192,29.525,1090.6477181,-712.4199024
84.75,47.9399552,11.71362,29.586,1090.6374827,-712.4245221
84.91667,47.939424,11.7112624,29.66,1090.6240705,-712.429033
85.08333,47.9390688,11.7090264,29.728,1090.6113502,-712.4320493
85.25,47.938688,11.7066492,29.7925,1090.5978266,-712.435283
85.41667,47.9383584,11.704036,29.86,1090.5829604,-712.4380819
85.58333,47.9379872,11.7018608,29.918,1090.5705859,-712.4412341
85.75,47.93744,11.6991904,29.979,1090.5553943,-712.4458807
85.91667,47.936928,11.6962184,30.05,1090.5384869,-712.4502284
86.08333,47.9368112,11.6936564,30.111,1090.523912,-712.4512202
86.25,47.9367712,11.6911824,30.181,1090.5098377,-712.4515599
86.41667,47.9367552,11.6891544,30.242,1090.4983006,-712.4516957
86.58333,47.9365952,11.686672,30.313,1090.4841785,-712.4530544
86.75,47.9364064,11.6848872,30.372,1090.474025,-712.4546576
86.91667,47.9362144,11.6826824,30.445,1090.4614821,-712.4562879
87.08333,47.935904,11.6805536,30.512,1090.4493716,-712.4589236
87.25,47.9355744,11.6789076,30.5805,1090.4400077,-712.4617224
87.41667,47.9352384,11.6764296,30.649,1090.4259106,-712.4645755
87.58333,47.93496,11.674284,30.714,1090.4137045,-712.4669394
87.75,47.9348576,11.6715504,30.795,1090.3981534,-712.4678089
87.91667,47.9347648,11.6693868,30.861,1090.3858449,-712.4685969
88.08333,47.9346656,11.6674228,30.935,1090.3746719,-712.4694392
88.25,47.9347904,11.6646864,31.01,1090.3591049,-712.4683795
88.41667,47.9351552,11.6623048,31.078,1090.3455562,-712.4652819
88.58333,47.9357216,11.6596116,31.1535,1090.3302349,-712.4604725
88.75,47.9360672,11.6572416,31.223,1090.3167522,-712.4575378
88.91667,47.9364768,11.6549384,31.299,1090.3036496,-712.4540598
89.08333,47.9366304,11.6529272,31.372,1090.2922081,-712.4527555
89.25,47.9368096,11.6506904,31.432,1090.2794832,-712.4512338
89.41667,47.9371312,11.6484328,31.509,1090.2666399,-712.4485029
89.58333,47.9375008,11.6466904,31.577,1090.2567276,-712.4453644
89.75,47.9377696,11.6446456,31.648,1090.245095,-712.4430819
89.91667,47.937936,11.6423184,31.726,1090.2318558,-712.4416688
90.08333,47.9383616,11.6406144,31.789,1090.2221619,-712.4380548
90.25,47.9391808,11.6385936,31.872,1090.2106658,-712.4310983
90.41667,47.9395136,11.6365976,31.934,1090.1993108,-712.4282721
90.58333,47.939744,11.634076,32.009,1090.1849657,-712.4263156
90.75,47.9395696,11.6316168,32.076,1090.1709756,-712.4277966
90.91667,47.939728,11.6293112,32.143,1090.1578593,-712.4264515
91.08333,47.9398752,11.626784,32.213,1090.1434823,-712.4252014
91.25,47.9402176,11.624604,32.281,1090.1310805,-712.4222938
91.41667,47.9406816,11.6224096,32.349,1090.1185968,-712.4183534
91.58333,47.9408928,11.6204584,32.409,1090.1074967,-712.4165599
91.75,47.9411264,11.6179456,32.486,1090.0932016,-712.4145761
91.91667,47.941264,11.6157488,32.551,1090.0807043,-712.4134076
92.08333,47.941384,11.6133524,32.62,1090.0670714,-712.4123885
92.25,47.9416704,11.610672,32.694,1090.0518229,-712.4099563
92.41667,47.94216,11.6081816,32.76,1090.0376553,-712.4057984
92.58333,47.942744,11.6057452,32.825,1090.0237949,-712.4008389
92.75,47.943584,11.6034344,32.897,1090.010649,-712.3937051
92.91667,47.9441536,11.6014296,32.959,1089.9992439,-712.3888677
93.08333,47.944672,11.5989392,33.027,1089.9850763,-712.384465
93.25,47.9454112,11.5965432,33.094,1089.9714458,-712.3781871
93.41667,47.9461696,11.594632,33.162,1089.9605732,-712.371746
93.58333,47.9471904,11.5928176,33.237,1089.9502512,-712.3630762
93.75,47.947976,11.5913076,33.3,1089.941661,-712.3564039
93.91667,47.948928,11.589692,33.374,1089.93247,-712.3483182
94.08333,47.9497824,11.588888,33.432,1089.9278962,-712.3410612
94.25,47.9505984,11.5876056,33.507,1089.9206007,-712.3341304
94.41667,47.95128,11.5860872,33.577,1089.9119627,-712.328341
94.58333,47.9516992,11.5846664,33.64,1089.90388,-712.3247803
94.75,47.9519104,11.5829064,33.712,1089.8938675,-712.3229864
94.91667,47.9523424,11.5810792,33.776,1089.8834728,-712.319317
95.08333,47.9530048,11.5794184,33.8385,1089.8740247,-712.3136905
95.25,47.9534592,11.577492,33.905,1089.8630656,-712.3098307
95.41667,47.9540224,11.5760176,33.972,1089.8546779,-712.3050467
95.58333,47.954576,11.5743464,34.048,1089.8451706,-712.3003442
95.75,47.954896,11.5733336,34.108,1089.8394089,-712.297626
95.91667,47.9554816,11.5722736,34.183,1089.8333787,-712.2926516
96.08333,47.9558272,11.5709568,34.243,1089.8258876,-712.2897158
96.25,47.9564704,11.5694664,34.312,1089.8174089,-712.2842521
96.41667,47.9571584,11.5677032,34.378,1089.8073782,-712.2784076
96.58333,47.9578176,11.5657432,34.449,1089.796228,-712.2728078
96.75,47.9586592,11.5636376,34.527,1089.7842495,-712.2656584
96.91667,47.9592928,11.5620424,34.59,1089.7751745,-712.2602758
97.08333,47.9600832,11.560406,34.6645,1089.7658652,-712.2535612
97.25,47.9605792,11.5588168,34.731,1089.7568245,-712.2493475
97.41667,47.9608704,11.557168,34.812,1089.7474446,-712.2468736
97.58333,47.9610336,11.5553224,34.88,1089.7369452,-712.2454871
97.75,47.9610608,11.5538176,34.95,1089.7283846,-712.245256
97.91667,47.961328,11.5517264,35.025,1089.716488,-712.242986
98.08333,47.9615008,11.5500152,35.09,1089.7067531,-712.241518
98.25,47.9620672,11.5482176,35.172,1089.6965268,-712.2367061
98.41667,47.9626304,11.5468712,35.246,1089.6888673,-712.2319213
98.58333,47.9630704,11.5456128,35.314,1089.6817084,-712.2281832
98.75,47.9636544,11.5446136,35.389,1089.676024,-712.2232216
98.91667,47.9639936,11.5439984,35.453,1089.6725242,-712.2203397
99.08333,47.9641504,11.5432856,35.527,1089.6684692,-712.2190076
99.25,47.9643808,11.5428688,35.599,1089.6660981,-712.2170501
99.41667,47.964624,11.5427056,35.679,1089.6651696,-712.2149838
99.58333,47.964816,11.5423696,35.751,1089.6632582,-712.2133526
99.75,47.9649024,11.5415328,35.813,1089.6584977,-712.2126185
99.91667,47.9646592,11.5407,35.891,1089.65376,-712.2146848
100.08333,47.9644672,11.5397064,35.956,1089.6481075,-712.216316
100.25,47.9642528,11.5381896,36.027,1089.6394786,-712.2181376
100.41667,47.9639968,11.536688,36.101,1089.6309362,-712.2203125
100.58333,47.9636896,11.5353356,36.1675,1089.6232425,-712.2229225
100.75,47.96352,11.5334856,36.239,1089.6127181,-712.2243634
100.91667,47.9634144,11.5320832,36.298,1089.60474,-712.2252606
101.08333,47.96312,11.5303136,36.372,1089.5946729,-712.2277618
101.25,47.9629792,11.5284024,36.435,1089.5838003,-712.228958
101.41667,47.9629744,11.5262608,36.5,1089.571617,-712.2289988
101.58333,47.9626592,11.5241384,36.57,1089.5595429,-712.2316766
101.75,47.9626688,11.5219824,36.63,1089.5472777,-712.2315951
101.91667,47.9624736,11.5195104,36.703,1089.5332147,-712.2332534
102.08333,47.9624224,11.5170472,36.764,1089.5192018,-712.2336884
102.25,47.9623328,11.5143136,36.836,1089.5036507,-712.2344496
102.41667,47.9621952,11.511608,36.903,1089.4882588,-712.2356186
102.58333,47.9621824,11.509342,36.9665,1089.4753678,-712.2357274
102.75,47.9620096,11.5070096,37.036,1089.4620991,-712.2371954
102.91667,47.9621536,11.5051192,37.096,1089.4513448,-712.2359721
103.08333,47.9620256,11.5028544,37.162,1089.4384606,-712.2370595
103.25,47.9616608,11.5000096,37.234,1089.4222768,-712.2401587
103.41667,47.9613552,11.4972968,37.2995,1089.406844,-712.242755
103.58333,47.9606816,11.4945632,37.369,1089.3912929,-712.2484775
103.75,47.9603392,11.4921328,37.431,1089.3774666,-712.2513864
103.91667,47.9597408,11.489248,37.507,1089.3610553,-712.25647
104.08333,47.9594656,11.4862888,37.572,1089.3442207,-712.2588079
104.25,47.9591648,11.48306,37.645,1089.3258524,-712.2613632
104.41667,47.9590176,11.4795048,37.722,1089.3056273,-712.2626137
104.58333,47.9591552,11.4766076,37.79,1089.2891455,-712.2614448
104.75,47.9593056,11.4736272,37.867,1089.2721903,-712.2601671
104.91667,47.9594496,11.4711352,37.932,1089.2580136,-712.2589438
105.08333,47.9595072,11.4685336,38.005,1089.2432134,-712.2584545
105.25,47.9592096,11.4656432,38.087,1089.2267702,-712.2609826
105.41667,47.9589936,11.4631484,38.1555,1089.2125776,-712.2628176
105.58333,47.9586112,11.4604152,38.23,1089.1970287,-712.2660661
105.75,47.9580512,11.4577376,38.293,1089.1817961,-712.2708234
105.91667,47.9575008,11.45454,38.373,1089.1636053,-712.275499
106.08333,47.9569472,11.4516832,38.436,1089.1473533,-712.2802017
106.25,47.9565056,11.4487984,38.401,1089.130942,-712.283953
106.41667,47.9562848,11.4459888,37.685,1089.1149585,-712.2858287
106.58333,47.9558448,11.4427792,36.827,1089.0966994,-712.2895663
106.75,47.9555712,11.4403584,35.881,1089.0829278,-712.2918905
106.91667,47.9555328,11.4388904,35.009,1089.0745765,-712.2922167
107.08333,47.9565504,11.4389424,34.2445,1089.0748723,-712.2835725
107.25,47.9570928,11.4387416,33.44,1089.07373,-712.2789649
107.41667,47.9568832,11.4370384,32.793,1089.0640407,-712.2807454
107.58333,47.9576864,11.4352096,32.039,1089.0536368,-712.2739223
107.75,47.9577904,11.432572,31.45,1089.0386318,-712.2730388
107.91667,47.9577024,11.4321648,30.792,1089.0363153,-712.2737864
108.08333,47.9577376,11.430956,30.275,1089.0294386,-712.2734874
108.25,47.9567744,11.42926,29.721,1089.0197902,-712.2816696
108.41667,47.9557408,11.4261,29.135,1089.0018133,-712.2904498
108.58333,47.95496,11.423824,28.669,1088.9888654,-712.2970823
108.75,47.954256,11.4215668,28.138,1088.9760245,-712.3030624
108.91667,47.9541696,11.42016,27.63,1088.9680213,-712.3037963
109.08333,47.9537952,11.4183712,27.1825,1088.957845,-712.3069766
109.25,47.9536032,11.4162032,26.706,1088.9455115,-712.3086075
109.41667,47.9531776,11.4159096,26.322,1088.9438413,-712.3122227
109.58333,47.9530912,11.4155128,25.885,1088.9415839,-712.3129566
109.75,47.9529472,11.4149352,25.52,1088.938298,-712.3141797
109.91667,47.9527392,11.4142504,25.095,1088.9344023,-712.3159465
110.08333,47.9525856,11.414456,24.774,1088.9355719,-712.3172512
110.25,47.9526016,11.4143232,24.429,1088.9348164,-712.3171153
110.41667,47.953168,11.4131056,24.056,1088.9278896,-712.3123042
110.58333,47.9533472,11.4122008,23.753,1088.9227423,-712.310782
110.75,47.9527472,11.4118024,23.422,1088.9204759,-712.3158786
110.91667,47.9528768,11.4121,23.108,1088.9221689,-712.3147777
111.08333,47.9530752,11.4119936,22.831,1088.9215636,-712.3130925
111.25,47.9534816,11.411316,22.5075,1088.9177088,-712.3096404
111.41667,47.9535264,11.4109728,22.231,1088.9157564,-712.3092599
111.58333,47.9538528,11.410868,21.958,1088.9151602,-712.3064873
111.75,47.9545312,11.410868,21.65,1088.9151602,-712.3007248
111.91667,47.9549376,11.4110128,21.379,1088.9159839,-712.2972726
112.08333,47.9551616,11.4109976,21.11,1088.9158975,-712.2953698
112.25,47.9555136,11.4110888,20.878,1088.9164163,-712.2923798
112.41667,47.9558704,11.4111192,20.6115,1088.9165892,-712.2893489
112.58333,47.956,11.4114352,20.374,1088.9183869,-712.288248
112.75,47.9560096,11.4116304,20.1175,1088.9194974,-712.2881664
112.91667,47.9561888,11.4118736,19.862,1088.9208809,-712.2866442
113.08333,47.9560512,11.412068,19.651,1088.9219868,-712.287813
113.25,47.9560608,11.4124928,19.427,1088.9244035,-712.2877315
113.41667,47.9559392,11.4130008,19.205,1088.9272934,-712.2887644
113.58333,47.9560848,11.4134336,18.978,1088.9297556,-712.2875276
113.75,47.9563072,11.4136232,18.764,1088.9308342,-712.2856384
113.91667,47.9563872,11.4140672,18.55,1088.9333601,-712.2849588
114.08333,47.9562112,11.4144472,18.334,1088.9355218,-712.2864539
114.25,47.9558304,11.4150528,18.149,1088.938967,-712.2896887
114.41667,47.9553632,11.416172,17.931,1088.945334,-712.2936573
114.58333,47.9544704,11.416548,17.765,1088.9474731,-712.3012412
114.75,47.9541408,11.4179936,17.57,1088.9556969,-712.304041
114.91667,47.954112,11.4190648,17.351,1088.9617909,-712.3042856
115.08333,47.9541632,11.4198896,17.177,1088.9664831,-712.3038507
115.25,47.9541472,11.421132,16.959,1088.9735509,-712.3039866
115.41667,47.9539648,11.4221672,16.779,1088.9794401,-712.305536
115.58333,47.9533744,11.4236512,16.586,1088.9878824,-712.310551
115.75,47.9530912,11.4248144,16.392,1088.9944997,-712.3129566
115.91667,47.952752,11.4260696,16.21,1089.0016404,-712.3158378
116.08333,47.9521568,11.426872,16.031,1089.0062052,-712.3208935
116.25,47.9513088,11.4275112,15.878,1089.0098415,-712.3280963
116.41667,47.9505504,11.4291496,15.683,1089.0191622,-712.3345381
116.58333,47.9499232,11.4307968,15.508,1089.0285329,-712.3398653
116.75,47.9493568,11.4324776,15.343,1089.0380948,-712.3446761
116.91667,47.9487712,11.434116,15.18,1089.0474155,-712.3496499
117.08333,47.9483104,11.43582,15.035,1089.0571093,-712.3535637
117.25,47.9479872,11.4378664,14.859,1089.0687511,-712.3563088
117.41667,47.9476736,11.4392936,14.7,1089.0768703,-712.3589723
117.58333,47.9469952,11.4405344,14.545,1089.083929,-712.3647341
117.75,47.9461472,11.442228,14.389,1089.0935637,-712.3719363
117.91667,47.9456704,11.4442504,14.235,1089.1050689,-712.3759857
118.08333,47.9453056,11.4464112,14.086,1089.1173615,-712.379084
118.25,47.9449856,11.4481264,13.953,1089.1271191,-712.3818017
118.41667,47.9447584,11.4503584,13.803,1089.1398167,-712.3837312
118.58333,47.9444608,11.4529656,13.642,1089.1546487,-712.3862587
118.75,47.9439968,11.4555368,13.496,1089.169276,-712.3901993
118.91667,47.9434592,11.4583072,13.358,1089.1850365,-712.394765
119.08333,47.942928,11.4610864,13.233,1089.2008471,-712.3992762
119.25,47.9423936,11.4648312,13.084,1089.2221508,-712.4038146
119.41667,47.9420608,11.4681464,12.959,1089.2410106,-712.4066409
119.58333,47.9416608,11.4719896,12.824,1089.2628742,-712.4100378
119.75,47.9412064,11.47638,12.675,1089.2878507,-712.4138967
